"console","genre","publisher","developer","critic_score","total_sales","release_month"
"PC","Simulation","Lionhead Studios","Lionhead Studios",8.2,0.04,11
"Wii","Shooter","Eidos Interactive","Traveller's Tales",4.7,0.04,4
"PC","Shooter","Microsoft Game Studios","Gearbox Software",8.6,0.04,9
"GC","Shooter","Gotham Games","Pivotal Games",6.9,0.04,1
"Wii","Shooter","Aksys Games","Alfa System",7.2,0.04,5
"PC","Shooter","Activision","Raven Software",6.5,0.04,8
"Wii","Sports","Tommo","Judo Baby",7,0.04,8
"X360","Sports","Destineer","Bongfish GmbH",8.6,0.04,11
"GC","Sports","Konami","Konami Computer Entertainment Osaka",4.8,0.04,11
"GBA","Shooter","Activision","Torus Games",8.1,0.04,10
"PC","Shooter","2K Games","Human Head Studios",8.5,0.04,7
"PSP","Shooter","Atlus","SNK Playmore Corporation",6.9,0.04,2
"PC","Shooter","Ubisoft","Ubisoft Paris",7.4,0.04,3
"DS","Shooter","Graffiti","NoWay Studio",4.4,0.04,8
"PC","Action","Gathering of Developers","Illusion Softworks",9.2,0.04,8
"WiiU","Platform","Frozenbyte","Frozenbyte",7.8,0.04,11
"DS","Sports","EA Sports","EA Canada",7.3,0.04,4
"PS","Sports","Psygnosis","Shen Studios",7,0.04,8
"PS4","Action","Aksys Games","Acquire",4,0.04,3
"PSP","Action","D3 Publisher","Vicious Cycle",7.6,0.04,8
"GBA","Action","Activision","Torus Games Pty. Ltd.",6.4,0.04,12
"PC","Action","THQ","Volition Inc.",6.6,0.04,1
"PSP","Action","D3 Publisher","iMAGi Studios",7,0.04,10
"PC","Action","Electronic Arts","Realtime Worlds",7,0.04,6
"GBA","Platform","Midway Games","Full Fat",3.5,0.04,11
"PC","Action","Rockstar Games","Rockstar North",9,0.04,5
"GBA","Platform","Electronic Arts","Magic Pockets",6.1,0.04,7
"GBA","Action","BAM! Entertainment","Pukka Games",7.7,0.04,7
"GBA","Action","Atari","Dimps Corporation",7.7,0.04,6
"GBA","Action","Rockstar Games","Mobius Entertainment",7.8,0.03,12
"GBA","Action","THQ","Vicarious Visions",7.1,0.03,6
"PC","Action","Rockstar Games","Rockstar Vancouver/Mad Doc Software",6.6,0.03,10
"N64","Action","Kemco","Realtime Associates",5.9,0.03,4
"PC","Action","LucasArts","LucasArts",6.2,0.03,10
"GBA","Action","Destination Software, Inc","NA.P.S. Team SNC",7.7,0.03,11
"PSN","Action","Konami","Mercury Steam",7,0.03,3
"GBA","Action","THQ","Natsume",4.6,0.03,6
"GC","Action","Midway Games","Terminal Reality",7.7,0.03,10
"PC","Action","Activision","Beenox",7.1,0.03,11
"GC","Action","Capcom","Capcom",4.7,0.03,11
"PC","Shooter","THQ","Volition Inc.",8.3,0.03,9
"PC","Shooter","Rockstar Games","Remedy Entertainment",9.1,0.03,10
"GBA","Shooter","Activision","Activision Value",2.2,0.03,1
"GC","Shooter","Capcom","Capcom",5.8,0.03,12
"PS","Action","Acclaim Entertainment","Iguana Entertainment",5.2,0.03,12
"3DS","Action","Konami","Konami",7.9,0.03,2
"GBA","Action","Ubisoft","Ubisoft",5.9,0.03,10
"NS","Action","Nicalis","Studio Saizensen",7.2,0.03,7
"PC","Action","Eidos Interactive","IO Interactive",8,0.03,5
"SAT","Shooter","ESP","Treasure Co., Ltd.",9,0.03,7
"PC","Shooter","Koch Media","GSC Game World",7,0.03,9
"GC","Shooter","THQ","Cranky Pants Games",8.1,0.03,3
"GC","Shooter","Ubisoft","Red Storm Entertainment",3.2,0.03,1
"PC","Platform","THQ","Asobo Studio",6,0.03,6
"GBA","Platform","Namco","Namco",8.1,0.03,2
"N64","Platform","Infogrames","Infogrames",5.2,0.03,6
"GBA","Action","Hip Interactive","LSP",5.9,0.03,1
"GC","Platform","Midway Games","Midway",7.5,0.03,12
"GBA","Platform","Majesco","Super Empire",4.7,0.03,5
"GBA","Action","Activision","Digital Eclipse",7,0.03,11
"GBA","Platform","Crave Entertainment","H2O Entertainment",4,0.03,12
"PC","Platform","Ubisoft","Ubisoft",8.2,0.03,3
"GBA","Platform","Capcom","Disney Interactive",5.9,0.03,9
"PS2","Platform","Ubisoft","Ubisoft Montreal",6.4,0.03,9
"3DS","Visual Novel","Aksys Games","Spike Chunsoft",9,0.03,10
"WiiU","Party","Ubisoft","Ubisoft Paris",6.1,0.03,11
"GBA","Puzzle","Majesco","PopCap",6,0.03,6
"PSP","Puzzle","Atari","zSlide",5.7,0.03,10
"GBA","Puzzle","Namco","Big Blue Bubble",6,0.03,10
"PC","Puzzle","Take-Two Interactive","2D Boy",9,0.03,10
"PC","Strategy","Aspyr","Best Way",9,0.03,3
"PC","Strategy","Sierra Entertainment","Relic",8.1,0.03,9
"PC","Strategy","VU Games","Mad Doc Software",8,0.03,4
"PC","Strategy","Focus Home Interactive","Cyanide",4.9,0.03,9
"PC","Strategy","Microsoft Game Studios","Big Huge Games",8.3,0.03,5
"PC","Strategy","Gathering of Developers","PopTop Software",8.8,0.03,10
"PC","Strategy","Sierra Entertainment","Massive Entertainment",9.1,0.03,9
"GBA","Misc","DSI Games","EC Interactive Games",4,0.03,11
"PC","Adventure","The Adventure Company","Microids",8,0.03,9
"PS","Adventure","Atlus","CyberConnect2",7.3,0.03,8
"GBA","Sports","Atari","Humongous Entertainment",5.5,0.03,10
"PS","Sports","Mindscape","Crystal Dynamics",7.6,0.03,11
"PSP","Sports","2K Sports","Kush Games",6.5,0.03,3
"GBA","Sports","EA Sports","EA Canada",4.3,0.03,4
"GBA","Sports","Ignition Entertainment","Ignition Entertainment",1.4,0.03,11
"PS4","Action-Adventure","Maximum Games","Madmind Studio",5,0.03,5
"GC","Sports","Atlus","Poponchi",6.5,0.03,11
"PSP","Sports","Sony Computer Entertainment","SCE San Diego Studio",7.2,0.03,10
"PC","Sports","2K Sports","Visual Concepts",9.1,0.03,10
"GC","Sports","Activision","FUN Labs",6.5,0.03,11
"NS","Misc","NIS America","Nippon Ichi Software",6.5,0.03,4
"GBA","Sports","Konami","Konami",7.3,0.03,11
"XB","Sports","2K Sports","Visual Concepts",8.4,0.03,9
"GBA","Sports","Acclaim Entertainment","Full Fat",8,0.03,11
"PS2","Misc","Activision","Left Field Productions",6.4,0.03,9
"GC","Racing","Capcom","Capcom",5.9,0.03,9
"GBA","Role-Playing","Destination Software, Inc","Magic Pockets",8,0.03,2
"PC","Role-Playing","Funcom","Funcom",7.9,0.03,5
"NS","Role-Playing","NIS America","Crim",7.5,0.03,6
"PS2","Role-Playing","Atlus","Createch",6.1,0.03,4
"PC","Role-Playing","NCSoft","ArenaNet",8,0.03,10
"Wii","Racing","Ubisoft","Reflections Interactive",5.9,0.03,6
"GBA","Racing","BAM! Entertainment","Crawfish Interactive",6.8,0.03,11
"PS2","Role-Playing","Hot-B","Garakuta-Studio",7.2,0.03,7
"GBA","Role-Playing","Natsume","Neverland",6.8,0.03,11
"PC","Role-Playing","Interplay","Black Isle Studios",8.8,0.03,11
"GBA","Fighting","Bandai","Eighting",4.4,0.03,11
"PS2","Role-Playing","Capcom","Spike / DreamFactory Ltd.",5.9,0.03,7
"PSP","Role-Playing","Ubisoft","Sonnori",4.8,0.03,6
"XB","Fighting","Namco","Namco",9.3,0.03,8
"DS","Fighting","Destineer","Gammick Entertainment",6.1,0.03,12
"PSP","Fighting","Game Factory","Neko Entertainment",2.9,0.03,5
"Wii","Fighting","Aksys Games","Arc System Works",7,0.03,5
"XB","Sports","EA Sports","EA Montreal",7.6,0.03,9
"GBA","Sports","EA Sports","Exient Entertainment",7,0.03,8
"PS","Racing","Titus","Titus Software",4.5,0.03,3
"GBA","Racing","THQ","Mobius Entertainment",7.5,0.03,6
"XOne","Simulation","505 Games","ConcernedApe",8.8,0.03,4
"PSP","Simulation","From Software","From Software",5,0.03,3
"PC","Simulation","Ubisoft","Ubisoft Romania",6.9,0.03,3
"PSP","Simulation","From Software","From Software",5.8,0.03,11
"GBA","Action","Warner Bros. Interactive","WayForward Technologies",8,0.03,10
"GC","Action","Ubisoft","Neko Entertainment",2.5,0.02,7
"GBA","Action","BAM! Entertainment","Planet Interactive",5,0.02,8
"PC","Action","Activision","Shaba Games / Treyarch",5.3,0.02,10
"PC","Sports","Sega","Sports Interactive",8.9,0.02,10
"PS","Sports","Psygnosis","Shen Studios",5.8,0.02,6
"3DS","Action","Namco Bandai Games","Delta Factory",4.5,0.02,10
"PS2","Action","Atlus","Punchline / Shirogumi",5.9,0.02,9
"PC","Simulation","Microsoft Game Studios","Rare Ltd.",8,0.02,11
"GBA","Sports","Konami","Konami",6.2,0.02,11
"X360","Sports","Sega","Sports Interactive",8.4,0.02,12
"PC","Simulation","Bethesda Softworks","Mad Doc Software",5.3,0.02,12
"XOne","Racing","505 Games","Kunos Simulazioni",6,0.02,8
"XB","Racing","Kemco","Babylon Software",4.9,0.02,2
"GBA","Sports","Ubisoft","Hokus Pokus",6.4,0.02,10
"GBA","Sports","Konami","Konami",6.7,0.02,11
"GBA","Racing","Destination Software, Inc","Magic Pockets",6.5,0.02,1
"PC","Racing","Codemasters","Asobo Studio",6.4,0.02,6
"PC","Racing","Electronic Arts","Ghost Games",6.5,0.02,11
"PC","Racing","Atari","Eden Studios",7.8,0.02,3
"GC","Racing","Acclaim Entertainment","Acclaim Studios Cheltenham",7.4,0.02,11
"PS","Racing","Atlus","Graphic Research",6.3,0.02,3
"GBA","Racing","Codemasters","Codemasters",8.5,0.02,9
"GC","Racing","Acclaim Entertainment","Climax Entertainment",6.7,0.02,5
"GC","Racing","NEC Interchannel","Nd Cube Co., Ltd.",5.9,0.02,4
"PS","Fighting","Konami","Konami",5.7,0.02,11
"NS","Role-Playing","8-4","Toby Fox",9,0.02,9
"PS","Sports","Konami","Konami",6,0.02,6
"PS4","Role-Playing","Square Enix","Tokyo RPG Factory",6,0.02,1
"PS","Racing","GT Interactive","n-Space",3,0.02,11
"GBA","Role-Playing","Atlus","Atlus Co.",6.6,0.02,10
"GBA","Role-Playing","Atlus","Atlus Co.",6.6,0.02,10
"PC","Role-Playing","Atari","Obsidian Entertainment",8,0.02,11
"PC","Role-Playing","Paradox Interactive","Taleworlds",7.2,0.02,9
"PC","Role-Playing","Atari","Cryptic Studios",5.9,0.02,2
"NS","Role-Playing","NIS America","Unknown",7,0.02,5
"PC","Role-Playing","SouthPeak Interactive","Reality Pump",7.4,0.02,8
"GBA","Role-Playing","Mindscape","Ancient",7.9,0.02,10
"PS4","Action-Adventure","GungHo Online Entertainment","Camouflaj",6.5,0.02,3
"PSP","Role-Playing","NIS America","Neverland Company",5.8,0.02,4
"PC","Adventure","Kalypso","Realmforge Studios",9,0.02,4
"NS","Music","Xseed Games","DMM Games",7,0.02,10
"PC","Strategy","Atari","Deep Red",6.2,0.02,2
"GC","Strategy","Crave Entertainment","Zed Two Limited",6.8,0.02,5
"GC","Strategy","Jaleco","Jaleco Entertainment",7.4,0.02,12
"PC","Strategy","Gamecock","FireFly Studios",4.3,0.02,6
"PC","Strategy","Atari","Gas Powered Games",7.2,0.02,4
"PC","Strategy","Electronic Arts","EA Los Angeles",8.2,0.02,3
"PC","Strategy","Meridian4","Headup Games / Crenetic",4,0.02,2
"PC","Strategy","THQ","Iron Lore Entertainment",6.9,0.02,3
"WiiU","Puzzle","Nintendo","Nintendo Software Technology Corporation",6.4,0.02,3
"GC","Puzzle","Acclaim Entertainment","PuzzleKings",6.9,0.02,5
"DS","Adventure","SouthPeak Interactive","White Birds Productions",8,0.02,2
"GBA","Adventure","Knowledge Adventure","VU Games",6,0.02,9
"PC","Adventure","Encore","GameCo Studios",7.3,0.02,8
"NS","Platform","Nicalis","Choice Provisions",7.5,0.02,5
"PS2","Platform","Natsume","Playstos Entertainment",5.9,0.02,6
"PC","Platform","THQ","Heavy Iron Studios",6.7,0.02,10
"GBA","Platform","Atari","Hudson",7.4,0.02,4
"PC","Platform","Activision","Eurocom Entertainment Software",6.8,0.02,6
"PC","Platform","Activision","Beenox",6.2,0.02,5
"PC","Adventure","The Adventure Company","Microids",7.5,0.02,3
"GC","Shooter","Atari","Paradigm Entertainment",6.8,0.02,9
"GBA","Shooter","Destination Software, Inc","Visual Impact",7.5,0.02,9
"PC","Shooter","Ubisoft","Gearbox Software",6,0.02,10
"PC","Shooter","Visco","ValuSoft",5.3,0.02,10
"GBA","Shooter","Namco","Torus Games",3.6,0.02,12
"GBA","Shooter","Konami","Konami",7.5,0.02,9
"WiiU","Shooter","505 Games","Rebellion Developments",7,0.02,5
"PC","Action","Capcom","Airtight Games",6.1,0.02,1
"PC","Shooter","Activision","id Software / Raven Software",8.1,0.02,10
"GBA","Action","Capcom","Capcom Entertainment",6.5,0.02,6
"DS","Shooter","Mumbo Jumbo","Phenomedia",3.5,0.02,3
"PC","Shooter","Gathering of Developers","Remedy Entertainment",9.2,0.02,7
"PC","Shooter","Gamecock","Spark Unlimited",4,0.02,11
"GC","Action","TDK Mediactive","Vicious Cycle",4.7,0.02,7
"PC","Action","Eidos Interactive","Traveller's Tales",7.8,0.02,4
"GC","Action","Atari","Paradigm Entertainment",7.3,0.02,3
"GBA","Action","THQ","FrontLine Studios",4,0.02,8
"PC","Action","LucasArts","Traveller's Tales",8.3,0.02,9
"PS2","Action","Eidos Interactive","Avalanche Studios",6.9,0.02,9
"XOne","Action","Villa Gorilla","Villa Gorilla",9,0.02,6
"PC","Shooter","Atari","Epic Games",9.4,0.02,3
"GC","Shooter","Crave Entertainment","Point of View",2,0.02,10
"PC","Shooter","Microsoft Game Studios","Epic Games",8.8,0.02,11
"PC","Shooter","Namco","Rebellion Developments",7.4,0.02,10
"PC","Action","Eidos Interactive","Crystal Dynamics",8,0.02,4
"PC","Action","Eidos Interactive","Avalanche Studios",7.3,0.02,9
"XB","Action","Activision","Krome Studios",6.2,0.02,10
"PC","Action","Electronic Arts","Pandemic Studios",5.5,0.02,1
"PC","Platform","Nobilis","Frozenbyte",8.1,0.01,7
"XBL","Platform","Microsoft Game Studios","4J Studios",7,0.01,12
"GBA","Platform","Titus","Titus Software",3.9,0.01,12
"PC","Action","Activision","Beenox",5.6,0.01,10
"PC","Action","Rockstar Games","DMA Design",9.1,0.01,5
"GBA","Action","Blizzard Entertainment","Mass Media",7.1,0.01,9
"GBA","Action","NewKidCo","Fluid Studios",3.5,0.01,12
"GC","Action","TDK Mediactive","Lucky Chicken",2.4,0.01,7
"NS","Action","Villa Gorilla","Villa Gorilla",9,0.01,6
"PC","Action","Activision","Bizarre Creations",6.2,0.01,11
"GBA","Action","Vivendi Games","Vicarious Visions",8.4,0.01,3
"PS4","Action","Villa Gorilla","Villa Gorilla",9,0.01,6
"N64","Action","Titus","SCi",1.3,0.01,12
"PC","Action","Ubisoft","Capcom",7.1,0.01,10
"GBA","Action","Namco","ITE Media",5.9,0.01,4
"GBA","Action","Atlus","Atlus Co.",6,0.01,7
"GC","Puzzle","Sega","Sonic Team",7.9,0.01,7
"PSP","Puzzle","Capcom","Capcom",7.4,0.01,2
"PC","Puzzle","PopCap Games","PopCap Games",8.3,0.01,9
"PC","Strategy","Paradox Interactive","Neocore Games",6.3,0.01,10
"PC","Strategy","Electronic Arts","The Creative Assembly",8.8,0.01,6
"PC","Strategy","Electronic Arts","EA Pacific",8.6,0.01,2
"PS2","Strategy","Natsume","Indi Software",4.3,0.01,8
"PC","Strategy","Microsoft Game Studios","Blue Fang Games",7.6,0.01,10
"PC","Strategy","Viva Media","Colossai Studio",7,0.01,6
"PC","Strategy","Codemasters","Big Red Software",4,0.01,6
"PC","Strategy","Eidos Interactive","Eidos Hungary",7.7,0.01,1
"PC","Strategy","Electronic Arts","EA Los Angeles",6.6,0.01,3
"GBA","Puzzle","Mastiff","Success",6.7,0.01,5
"GBA","Puzzle","Nintendo","skip Ltd.",7,0.01,7
"NS","Music","PM Studios","PM Studios",7.5,0.01,6
"PSP","Misc","Sony Computer Entertainment","Relentless Software",5.9,0.01,12
"NS","Misc","NIS America","Arc System Works",8.5,0.01,6
"PC","Simulation","Ubisoft","Blue Byte Software / Related Designs",7,0.01,2
"PSP","Simulation","Sega","Planet Moon Studios",7.4,0.01,3
"PC","Simulation","Excalibur Publishing","TML Studios",1.5,0.01,7
"PC","Simulation","Electronic Arts","Maxis",6.9,0.01,5
"NS","Adventure","Rising Star","Zoink Games",7.5,0.01,10
"PC","Shooter","Fox Interactive","Rebellion Developments",8.7,0.01,4
"GBA","Shooter","Midway Games","OutLook Entertainment",3.5,0.01,11
"GBA","Shooter","Take-Two Interactive","Torus Games",8.5,0.01,8
"GC","Racing","Encore","King of the Jungle",4.5,0.01,9
"PC","Racing","Deep Silver","Codemasters",9.2,0.01,6
"GBA","Racing","DSI Games","Full Fat",7.2,0.01,8
"GC","Shooter","3DO","3DO",3.8,0.01,3
"PC","Shooter","Atari","Starbreeze Studios AB",8,0.01,4
"GBA","Shooter","Hip Interactive","LSP",7.4,0.01,6
"PC","Shooter","Eidos Interactive","Ion Storm",9.2,0.01,6
"PC","Shooter","Activision","Infinity Ward",7,0.01,10
"PC","Shooter","Ubisoft","Techland",6.7,0.01,6
"PC","Shooter","Atari","Digital Extremes",9,0.01,9
"GC","Shooter","Majesco","Terminal Reality",6.5,0.01,11
"GC","Shooter","Mastiff","Taito Corporation",2.9,0.01,4
"PC","Shooter","Codemasters","Mercury Steam / Alchemic Productions",6.4,0.01,10
"PC","Shooter","Destineer","Atomic Games",6.5,0.01,1
"Wii","Adventure","Nintendo","skip Ltd.",7,0.01,8
"PC","Adventure","Electronic Arts","Electronic Arts",6.7,0.01,11
"PS","Adventure","Psygnosis","Psygnosis",4.9,0.01,5
"PC","Adventure","Paradox Interactive","Nitro Games",5.5,0.01,8
"GBA","Racing","Nintendo","skip Ltd.",8,0.01,7
"WiiU","Racing","Shin'en","Shin'en",8.1,0.01,12
"PSP","Racing","Konami","Blade Interactive",3.8,0.01,11
"GBA","Racing","Jaleco","Paragon 5",7.9,0.01,1
"PSP","Racing","Sega","Deep Fried Entertainment",5.5,0.01,3
"GBA","Sports","Acclaim Entertainment","Full-Fat",7.3,0.01,8
"GBA","Sports","2K Sports","Indie Built",6.6,0.01,3
"PSP","Sports","Focus Home Interactive","Cyanide Studio",5,0.01,4
"GC","Sports","Konami","Konami",4,0.01,1
"X360","Sports","Codemasters","Codemasters",7.3,0.01,3
"X360","Sports","Codemasters","Codemasters",6.2,0.01,9
"XB","Sports","2K Sports","2K Sports",7.7,0.01,9
"PS3","Fighting","505 Games","Arc System Works",7,0.01,3
"XBL","Fighting","Namco Bandai Games","Project Soul",8.4,0.01,7
"NS","Action-Adventure","THQ Nordic","THQ Nordic",6.5,0.01,5
"NS","Action-Adventure","Outright Games","Torus Games",6.5,0.01,7
"PSP","Role-Playing","Hudson Entertainment","Hudson Soft",6.1,0.01,2
"GC","Role-Playing","Sega","Artificial Mind and Movement",5.4,0.01,1
"DS","Role-Playing","Aksys Games","Barnhouse Effect",5.6,0.01,6
"PC","Role-Playing","Square Enix","Square Enix",7.3,0.01,3
"PC","Role-Playing","Atari","Obsidian Entertainment",8,0.01,10
"PC","Role-Playing","Activision","Raven Software",8.4,0.01,10
"PC","Role-Playing","Activision","Raven Software",7.9,0.01,9
"PC","Role-Playing","NCSoft","ArenaNet",8.6,0.01,4
"PC","Role-Playing","Codemasters","Liquid Entertainment",5,0.01,12
"PSP","Role-Playing","Mastiff","Nihon Falcom Corporation",7.4,0.01,2
"PS4","Role-Playing","Toby Fox","Toby Fox",9.7,0.01,8
"PC","Role-Playing","Atari","Obsidian Entertainment",7.2,0.01,11
"PSP","Platform","Konami","n-Space",3.6,0.01,5
"GBA","Platform","Ubisoft","Ubisoft Montreal",7.6,0.01,9
"X360","Action","Capcom","Capcom",9.3,0,3
"3DS","Action","Nintendo","Nintendo",7,0,4
"XB","Action","Eidos Interactive","Avalanche Studios",7.3,0,9
"GBA","Action","Nintendo","skip Ltd.",4,0,7
"X360","Action","King Games","Blitz Games",6.7,0,11
"GBA","Platform","DreamCatcher Interactive","Magic Pockets",7.1,0,12
"GBA","Platform","Metro 3D","Atomic Planet Entertainment",7.2,0,5
"VC","Platform","Nintendo","HAL Laboratory",8.4,0,2
"PC","Role-Playing","NCSoft","NCsoft",7.4,0,9
"PC","Role-Playing","Ubisoft","Game Arts",7.7,0,3
"PC","Role-Playing","Crave Entertainment","Irrational Games",9.1,0,3
"PC","Role-Playing","THQ","Iron Lore",8.3,0,3
"PC","Role-Playing","JoWood Productions","Trine Games",4.4,0,11
"PC","Role-Playing","Sega","Gas Powered Games",4,0,8
"VC","Role-Playing","Nintendo","Intelligent Systems",9,0,7
"PC","Role-Playing","Electronic Arts","Irrational Games / Looking Glass Studios",8.9,0,8
"PC","Role-Playing","Bethesda Softworks","Bethesda Softworks",8.7,0,5
"PC","Role-Playing","Atari","Bedlam Games",6,0,5
"X360","Role-Playing","2K Games","Bethesda Softworks",8.5,0,9
"PC","Role-Playing","Sega","Sonic Team",6.4,0,10
"PC","Role-Playing","Gathering of Developers","Delphine Software International",7.5,0,7
"PS3","Role-Playing","Bethesda Softworks","Bethesda Softworks",8.5,0,10
"DS","Role-Playing","Atlus","Ninja Studio",6.4,0,2
"PC","Role-Playing","Square Enix","Square Enix",8.2,0,9
"PC","Adventure","LucasArts","LucasArts",9,0,1
"PC","Adventure","Focus Home Interactive","Frogwares",6,0,3
"PC","Adventure","Codemasters","Free Radical Design",7,0,2
"PC","Adventure","The Fullbright Company","The Fullbright Company",9.1,0,8
"PC","Adventure","Got Game Entertainment","Frictional Games",6.9,0,5
"GBA","Racing","Konami","Konami",5.2,0,3
"PC","Racing","Ubisoft","Ubisoft",5.1,0,9
"GBA","Fighting","Metro 3D","Metro3D",6,0,10
"GBA","Fighting","Midway Games","Midway Games",4.8,0,5
"PC","Adventure","Ubisoft","Ubisoft Montpellier",8.2,0,8
"PC","Adventure","Ubisoft","Ubisoft Montreal",9,0,11
"PC","Adventure","The Adventure Company","Microids",6.4,0,5
"PC","Adventure","Aspyr","Funcom",7.4,0,4
"X360","Sports","Sega","Sports Interactive",8.5,0,4
"PC","Adventure","Deep Silver","ZootFly",2.5,0,3
"GBA","Sports","3DO","Mobius Entertainment",6,0,3
"Wii","Sports","Electronic Arts","EA Tiburon",8,0,8
"GBA","Sports","3DO","Mobius Entertainment",6,0,9
"PC","Sports","EA Sports","EA Canada",8.4,0,10
"PC","Sports","EA Sports","EA Redwood Shores",7.8,0,10
"GBA","Racing","Conspiracy Entertainment","Takara",7,0,10
"PC","Racing","Electronic Arts","EA Black Box",6.7,0,10
"PC","Sports","2K Sports","Visual Concepts",8,0,10
"GBA","Sports","Majesco","Rage Software",3.1,0,10
"GBA","Sports","Konami","Konami",5.1,0,2
"PC","Sports","Activision","Neversoft Entertainment",9,0,10
"PC","Sports","Activision","Neversoft Entertainment",8.5,0,10
